State;Filed week ended;Initial Claims;Reflecting Week Ended;Continued Claims;Covered Employment;Insured Unemployment Rate
Kentucky;06/01/2019;2,403;05/25/2019;16,305;1,883,260;0.87
Kentucky;06/08/2019;2,201;06/01/2019;16,309;1,883,260;0.87
Kentucky;06/15/2019;1,936;06/08/2019;16,535;1,883,260;0.88
Kentucky;06/22/2019;3,086;06/15/2019;16,608;1,883,260;0.88
Kentucky;06/29/2019;3,555;06/22/2019;16,599;1,883,260;0.88
Kentucky;07/06/2019;6,070;06/29/2019;17,838;1,883,260;0.95
Kentucky;07/13/2019;5,442;07/06/2019;17,861;1,886,070;0.95
Kentucky;07/20/2019;5,388;07/13/2019;17,747;1,886,070;0.94
Kentucky;07/27/2019;2,042;07/20/2019;17,985;1,886,070;0.95
Kentucky;08/03/2019;2,034;07/27/2019;17,628;1,886,070;0.93
Kentucky;08/10/2019;2,457;08/03/2019;17,397;1,886,070;0.92
Kentucky;08/17/2019;2,235;08/10/2019;16,820;1,886,070;0.89
Kentucky;08/24/2019;1,974;08/17/2019;17,311;1,886,070;0.92
Kentucky;08/31/2019;1,842;08/24/2019;16,720;1,886,070;0.89
Kentucky;09/07/2019;1,788;08/31/2019;6,623;1,886,070;0.35
Kentucky;09/14/2019;1,875;09/07/2019;16,422;1,886,070;0.87
Kentucky;09/21/2019;2,236;09/14/2019;16,015;1,886,070;0.85
Kentucky;09/28/2019;2,373;09/21/2019;15,505;1,886,070;0.82
Kentucky;10/05/2019;2,421;09/28/2019;15,963;1,886,070;0.85
Kentucky;10/12/2019;2,636;10/05/2019;15,643;1,889,353;0.83
Kentucky;10/19/2019;2,359;10/12/2019;15,598;1,889,353;0.83
Kentucky;10/26/2019;2,143;10/19/2019;16,216;1,889,353;0.86
Kentucky;11/02/2019;2,056;10/26/2019;16,702;1,889,353;0.88
Kentucky;11/09/2019;2,352;11/02/2019;15,722;1,889,353;0.83
Kentucky;11/16/2019;2,273;11/09/2019;15,979;1,889,353;0.85
Kentucky;11/23/2019;2,972;11/16/2019;15,599;1,889,353;0.83
Kentucky;11/30/2019;3,187;11/23/2019;15,003;1,889,353;0.79
Kentucky;12/07/2019;3,593;11/30/2019;18,823;1,889,353;1.00
Kentucky;12/14/2019;3,663;12/07/2019;17,264;1,889,353;0.91
Kentucky;12/21/2019;4,603;12/14/2019;18,879;1,889,353;1.00
Kentucky;12/28/2019;6,211;12/21/2019;18,489;1,889,353;0.98
Kentucky;01/04/2020;5,175;12/28/2019;22,515;1,890,475;1.19
Kentucky;01/11/2020;3,968;01/04/2020;25,124;1,890,475;1.33
Kentucky;01/18/2020;3,084;01/11/2020;24,066;1,890,475;1.27
Kentucky;01/25/2020;2,569;01/18/2020;22,874;1,890,475;1.21
Kentucky;02/01/2020;2,625;01/25/2020;23,219;1,890,475;1.23
Kentucky;02/08/2020;2,936;02/01/2020;22,937;1,890,475;1.21
Kentucky;02/15/2020;2,813;02/08/2020;23,076;1,890,475;1.22
Kentucky;02/22/2020;2,508;02/15/2020;22,623;1,890,475;1.20
Kentucky;02/29/2020;2,223;02/22/2020;23,733;1,890,475;1.26
Kentucky;03/07/2020;2,463;02/29/2020;22,770;1,890,475;1.20
Kentucky;03/14/2020;2,785;03/07/2020;22,940;1,890,475;1.21
Kentucky;03/21/2020;49,023;03/14/2020;22,328;1,890,475;1.18
Kentucky;03/28/2020;113,149;03/21/2020;24,361;1,890,475;1.29
Kentucky;04/04/2020;117,575;03/28/2020;130,151;1,890,475;6.88
Kentucky;04/11/2020;116,277;04/04/2020;182,097;1,893,451;9.62
Kentucky;04/18/2020;103,981;04/11/2020;199,030;1,893,451;10.51
Kentucky;04/25/2020;91,223;04/18/2020;260,792;1,893,451;13.77
Kentucky;05/02/2020;82,435;04/25/2020;256,317;1,893,451;13.54
Kentucky;05/09/2020;69,372;05/02/2020;253,250;1,893,451;13.38
Kentucky;05/16/2020;47,321;05/09/2020;246,865;1,893,451;13.04
Kentucky;05/23/2020;53,738;05/16/2020;244,342;1,893,451;12.90
Kentucky;05/30/2020;43,013;05/23/2020;206,005;1,893,451;10.88
Kentucky;06/06/2020;40,733;05/30/2020;197,702;1,893,451;10.44
Kentucky;06/13/2020;37,650;06/06/2020;181,169;1,893,451;9.57
Louisiana;01/05/2019;1,826;12/29/2018;15,954;1,876,044;0.85
Louisiana;01/12/2019;2,580;01/05/2019;15,999;1,878,839;0.85
Louisiana;01/19/2019;2,222;01/12/2019;15,851;1,878,839;0.84
Louisiana;01/26/2019;1,759;01/19/2019;15,866;1,878,839;0.84
Louisiana;02/02/2019;2,062;01/26/2019;16,467;1,878,839;0.88
Louisiana;02/09/2019;1,971;02/02/2019;15,730;1,878,839;0.84
Louisiana;02/16/2019;1,672;02/09/2019;14,607;1,878,839;0.78
Louisiana;02/23/2019;1,784;02/16/2019;15,317;1,878,839;0.82
Louisiana;03/02/2019;1,674;02/23/2019;15,535;1,878,839;0.83
Louisiana;03/09/2019;1,584;03/02/2019;14,565;1,878,839;0.78
Louisiana;03/16/2019;1,661;03/09/2019;14,268;1,878,839;0.76
Louisiana;03/23/2019;1,619;03/16/2019;14,074;1,878,839;0.75
Louisiana;03/30/2019;1,666;03/23/2019;14,283;1,878,839;0.76
Louisiana;04/06/2019;1,656;03/30/2019;13,668;1,878,839;0.73
Louisiana;04/13/2019;1,887;04/06/2019;13,414;1,882,518;0.71
Louisiana;04/20/2019;1,593;04/13/2019;13,218;1,882,518;0.70
Louisiana;04/27/2019;2,030;04/20/2019;13,136;1,882,518;0.70
Louisiana;05/04/2019;2,009;04/27/2019;13,841;1,882,518;0.74
Louisiana;05/11/2019;2,028;05/04/2019;13,409;1,882,518;0.71
Louisiana;05/18/2019;2,296;05/11/2019;13,389;1,882,518;0.71
Louisiana;05/25/2019;2,742;05/18/2019;13,528;1,882,518;0.72
Louisiana;06/01/2019;2,800;05/25/2019;14,745;1,882,518;0.78
Louisiana;06/08/2019;2,818;06/01/2019;15,358;1,882,518;0.82
Louisiana;06/15/2019;2,372;06/08/2019;16,384;1,882,518;0.87
Louisiana;06/22/2019;2,238;06/15/2019;16,630;1,882,518;0.88
Louisiana;06/29/2019;2,206;06/22/2019;17,617;1,882,518;0.94
Louisiana;07/06/2019;1,844;06/29/2019;17,097;1,882,518;0.91
Louisiana;07/13/2019;2,410;07/06/2019;17,408;1,887,439;0.92
Louisiana;07/20/2019;2,349;07/13/2019;17,688;1,887,439;0.94
Louisiana;07/27/2019;2,022;07/20/2019;17,740;1,887,439;0.94
Louisiana;08/03/2019;2,126;07/27/2019;18,179;1,887,439;0.96
Louisiana;08/10/2019;2,081;08/03/2019;17,513;1,887,439;0.93
Louisiana;08/17/2019;1,994;08/10/2019;16,787;1,887,439;0.89
Louisiana;08/24/2019;1,972;08/17/2019;16,141;1,887,439;0.86
Louisiana;08/31/2019;1,881;08/24/2019;15,678;1,887,439;0.83
Louisiana;09/07/2019;1,683;08/31/2019;15,215;1,887,439;0.81
Louisiana;09/14/2019;1,806;09/07/2019;14,792;1,887,439;0.78
Louisiana;09/21/2019;1,653;09/14/2019;14,515;1,887,439;0.77
Louisiana;09/28/2019;1,612;09/21/2019;14,054;1,887,439;0.74
Louisiana;10/05/2019;1,961;09/28/2019;14,153;1,887,439;0.75
Louisiana;10/12/2019;2,069;10/05/2019;13,420;1,890,973;0.71
Louisiana;10/19/2019;1,792;10/12/2019;13,383;1,890,973;0.71
Louisiana;10/26/2019;1,867;10/19/2019;13,445;1,890,973;0.71
Louisiana;11/02/2019;1,762;10/26/2019;13,852;1,890,973;0.73
Louisiana;11/09/2019;2,272;11/02/2019;13,410;1,890,973;0.71
Louisiana;11/16/2019;2,102;11/09/2019;13,675;1,890,973;0.72
Louisiana;11/23/2019;1,903;11/16/2019;13,955;1,890,973;0.74
Louisiana;11/30/2019;1,507;11/23/2019;14,451;1,890,973;0.76
Louisiana;12/07/2019;2,448;11/30/2019;14,563;1,890,973;0.77
Louisiana;12/14/2019;2,227;12/07/2019;14,705;1,890,973;0.78
Louisiana;12/21/2019;2,218;12/14/2019;15,358;1,890,973;0.81
Louisiana;12/28/2019;1,469;12/21/2019;15,270;1,890,973;0.81
Louisiana;01/04/2020;1,658;12/28/2019;16,553;1,890,973;0.88
Louisiana;01/11/2020;2,521;01/04/2020;15,957;1,892,522;0.84
Louisiana;01/18/2020;2,008;01/11/2020;16,076;1,892,522;0.85
Louisiana;01/25/2020;1,878;01/18/2020;15,500;1,892,522;0.82
Louisiana;02/01/2020;2,058;01/25/2020;16,189;1,892,522;0.86
Louisiana;02/08/2020;1,805;02/01/2020;15,051;1,892,522;0.80
Louisiana;02/15/2020;1,739;02/08/2020;15,057;1,892,522;0.80
Louisiana;02/22/2020;1,798;02/15/2020;14,640;1,892,522;0.77
Louisiana;02/29/2020;1,509;02/22/2020;15,289;1,892,522;0.81
Louisiana;03/07/2020;1,698;02/29/2020;14,199;1,892,522;0.75
Louisiana;03/14/2020;2,255;03/07/2020;13,987;1,892,522;0.74
Louisiana;03/21/2020;72,438;03/14/2020;14,143;1,892,522;0.75
Louisiana;03/28/2020;97,400;03/21/2020;58,027;1,892,522;3.07
Louisiana;04/04/2020;100,621;03/28/2020;116,690;1,892,522;6.17
Louisiana;04/11/2020;79,653;04/04/2020;217,532;1,891,334;11.50
Louisiana;04/18/2020;91,923;04/11/2020;246,296;1,891,334;13.02
Louisiana;04/25/2020;66,141;04/18/2020;300,657;1,891,334;15.90
Louisiana;05/02/2020;50,941;04/25/2020;310,013;1,891,334;16.39
Louisiana;05/09/2020;40,125;05/02/2020;325,136;1,891,334;17.19
Louisiana;05/16/2020;28,545;05/09/2020;326,504;1,891,334;17.26
Louisiana;05/23/2020;23,961;05/16/2020;328,409;1,891,334;17.36
Louisiana;05/30/2020;19,334;05/23/2020;301,598;1,891,334;15.95
Louisiana;06/06/2020;21,879;05/30/2020;305,083;1,891,334;16.13
Louisiana;06/13/2020;23,122;06/06/2020;306,358;1,891,334;16.20
Maine;01/05/2019;1,823;12/29/2018;7,349;595,363;1.23
Maine;01/12/2019;1,637;01/05/2019;8,445;596,934;1.41
Maine;01/19/2019;1,011;01/12/2019;8,155;596,934;1.37
Maine;01/26/2019;904;01/19/2019;8,247;596,934;1.38
Maine;02/02/2019;929;01/26/2019;8,778;596,934;1.47
Maine;02/09/2019;746;02/02/2019;8,671;596,934;1.45
Maine;02/16/2019;608;02/09/2019;8,696;596,934;1.46
Maine;02/23/2019;597;02/16/2019;8,645;596,934;1.45
Maine;03/02/2019;743;02/23/2019;9,003;596,934;1.51
Maine;03/09/2019;710;03/02/2019;8,510;596,934;1.43
Maine;03/16/2019;619;03/09/2019;8,493;596,934;1.42
Maine;03/23/2019;561;03/16/2019;8,166;596,934;1.37
Maine;03/30/2019;676;03/23/2019;8,353;596,934;1.40
Maine;04/06/2019;739;03/30/2019;7,613;596,934;1.28
Maine;04/13/2019;711;04/06/2019;7,191;598,159;1.20
Maine;04/20/2019;688;04/13/2019;6,947;598,159;1.16
Maine;04/27/2019;720;04/20/2019;6,734;598,159;1.13
Maine;05/04/2019;573;04/27/2019;6,045;598,159;1.01
Maine;05/11/2019;464;05/04/2019;5,383;598,159;0.90
Maine;05/18/2019;528;05/11/2019;4,932;598,159;0.82
Maine;05/25/2019;476;05/18/2019;4,771;598,159;0.80
Maine;06/01/2019;351;05/25/2019;4,312;598,159;0.72
Maine;06/08/2019;520;06/01/2019;4,327;598,159;0.72
Maine;06/15/2019;437;06/08/2019;3,988;598,159;0.67
Maine;06/22/2019;536;06/15/2019;4,096;598,159;0.68
Maine;06/29/2019;531;06/22/2019;3,966;598,159;0.66
Maine;07/06/2019;441;06/29/2019;3,783;598,159;0.63
Maine;07/13/2019;708;07/06/2019;4,301;600,187;0.72
Maine;07/20/2019;493;07/13/2019;4,025;600,187;0.67
Maine;07/27/2019;565;07/20/2019;4,072;600,187;0.68
Maine;08/03/2019;466;07/27/2019;3,817;600,187;0.64
Maine;08/10/2019;447;08/03/2019;3,779;600,187;0.63
Maine;08/17/2019;363;08/10/2019;3,680;600,187;0.61
Maine;08/24/2019;350;08/17/2019;3,613;600,187;0.60
Maine;08/31/2019;388;08/24/2019;3,405;600,187;0.57
Maine;09/07/2019;388;08/31/2019;3,096;600,187;0.52
Maine;09/14/2019;414;09/07/2019;2,966;600,187;0.49
Maine;09/21/2019;382;09/14/2019;2,965;600,187;0.49
Maine;09/28/2019;367;09/21/2019;2,910;600,187;0.48
Maine;10/05/2019;414;09/28/2019;2,960;600,187;0.49
Maine;10/12/2019;480;10/05/2019;3,022;601,875;0.50
Maine;10/19/2019;419;10/12/2019;2,938;601,875;0.49
Maine;10/26/2019;660;10/19/2019;3,213;601,875;0.53
Maine;11/02/2019;721;10/26/2019;3,310;601,875;0.55
Maine;11/09/2019;839;11/02/2019;3,426;601,875;0.57
Maine;11/16/2019;785;11/09/2019;3,860;601,875;0.64
Maine;11/23/2019;944;11/16/2019;4,379;601,875;0.73
Maine;11/30/2019;732;11/23/2019;4,550;601,875;0.76
Maine;12/07/2019;1,351;11/30/2019;5,383;601,875;0.89
Maine;12/14/2019;1,304;12/07/2019;5,657;601,875;0.94
Maine;12/21/2019;1,123;12/14/2019;5,763;601,875;0.96
Maine;12/28/2019;985;12/21/2019;5,900;601,875;0.98
Maine;01/04/2020;1,663;12/28/2019;7,828;601,875;1.30
Maine;01/11/2020;1,561;01/04/2020;7,832;602,736;1.30
Maine;01/18/2020;959;01/11/2020;8,661;602,736;1.44
Maine;01/25/2020;944;01/18/2020;8,457;602,736;1.40
Maine;02/01/2020;881;01/25/2020;8,916;602,736;1.48
Maine;02/08/2020;702;02/01/2020;8,809;602,736;1.46
Maine;02/15/2020;790;02/08/2020;8,896;602,736;1.48
Maine;02/22/2020;737;02/15/2020;8,624;602,736;1.43
Maine;02/29/2020;862;02/22/2020;9,007;602,736;1.49
Maine;03/07/2020;715;02/29/2020;8,739;602,736;1.45
Maine;03/14/2020;634;03/07/2020;8,451;602,736;1.40
Maine;03/21/2020;21,459;03/14/2020;8,703;602,736;1.44
Maine;03/28/2020;23,770;03/21/2020;21,967;602,736;3.64
Maine;04/04/2020;30,910;03/28/2020;41,339;602,736;6.86
Maine;04/11/2020;13,488;04/04/2020;55,723;603,932;9.23
Maine;04/18/2020;11,769;04/11/2020;66,525;603,932;11.02
Maine;04/25/2020;7,661;04/18/2020;73,141;603,932;12.11
Maine;05/02/2020;6,993;04/25/2020;76,773;603,932;12.71
Maine;05/09/2020;5,579;05/02/2020;87,280;603,932;14.45
Maine;05/16/2020;4,726;05/09/2020;92,207;603,932;15.27
Maine;05/23/2020;16,667;05/16/2020;138,219;603,932;22.89
Maine;05/30/2020;11,151;05/23/2020;162,256;603,932;26.87
Maine;06/06/2020;3,117;05/30/2020;78,247;603,932;12.96
Maine;06/13/2020;3,013;06/06/2020;66,966;603,932;11.09
Maryland;01/05/2019;4,467;12/29/2018;33,251;2,515,703;1.32
Maryland;01/12/2019;5,297;01/05/2019;32,480;2,526,008;1.29
Maryland;01/19/2019;4,735;01/12/2019;32,879;2,526,008;1.30
Maryland;01/26/2019;4,079;01/19/2019;33,817;2,526,008;1.34
Maryland;02/02/2019;3,704;01/26/2019;34,359;2,526,008;1.36
Maryland;02/09/2019;3,134;02/02/2019;33,439;2,526,008;1.32
Maryland;02/16/2019;3,162;02/09/2019;32,645;2,526,008;1.29
Maryland;02/23/2019;2,551;02/16/2019;32,382;2,526,008;1.28
Maryland;03/02/2019;2,730;02/23/2019;32,168;2,526,008;1.27
Maryland;03/09/2019;2,885;03/02/2019;31,246;2,526,008;1.24
Maryland;03/16/2019;2,593;03/09/2019;30,617;2,526,008;1.21
Maryland;03/23/2019;2,923;03/16/2019;28,913;2,526,008;1.14
Maryland;03/30/2019;2,396;03/23/2019;28,207;2,526,008;1.12
Maryland;04/06/2019;2,482;03/30/2019;26,559;2,526,008;1.05
Maryland;04/13/2019;2,780;04/06/2019;25,494;2,535,812;1.01
Maryland;04/20/2019;3,257;04/13/2019;24,780;2,535,812;0.98
Maryland;04/27/2019;2,532;04/20/2019;25,013;2,535,812;0.99
Maryland;05/04/2019;2,435;04/27/2019;23,732;2,535,812;0.94
Maryland;05/11/2019;2,503;05/04/2019;23,197;2,535,812;0.91
Maryland;05/18/2019;2,712;05/11/2019;21,892;2,535,812;0.86
Maryland;05/25/2019;3,174;05/18/2019;24,632;2,535,812;0.97
Maryland;06/01/2019;2,630;05/25/2019;25,059;2,535,812;0.99
Maryland;06/08/2019;3,060;06/01/2019;25,252;2,535,812;1.00
Maryland;06/15/2019;3,360;06/08/2019;25,397;2,535,812;1.00
Maryland;06/22/2019;5,100;06/15/2019;25,762;2,535,812;1.02
Maryland;06/29/2019;3,897;06/22/2019;27,803;2,535,812;1.10
Maryland;07/06/2019;3,155;06/29/2019;28,630;2,535,812;1.13
Maryland;07/13/2019;3,102;07/06/2019;29,481;2,542,023;1.16
Maryland;07/20/2019;2,900;07/13/2019;28,817;2,542,023;1.13
Maryland;07/27/2019;2,757;07/20/2019;28,894;2,542,023;1.14
Maryland;08/03/2019;3,175;07/27/2019;28,805;2,542,023;1.13
Maryland;08/10/2019;3,101;08/03/2019;28,987;2,542,023;1.14
Maryland;08/17/2019;2,800;08/10/2019;29,301;2,542,023;1.15
Maryland;08/24/2019;2,706;08/17/2019;28,962;2,542,023;1.14
Maryland;08/31/2019;2,513;08/24/2019;28,495;2,542,023;1.12
Maryland;09/07/2019;2,502;08/31/2019;26,541;2,542,023;1.04
Maryland;09/14/2019;2,621;09/07/2019;23,672;2,542,023;0.93
Maryland;09/21/2019;2,469;09/14/2019;23,084;2,542,023;0.91
Maryland;09/28/2019;2,565;09/21/2019;22,826;2,542,023;0.90
Maryland;10/05/2019;2,678;09/28/2019;21,017;2,542,023;0.83
Maryland;10/12/2019;2,873;10/05/2019;21,072;2,547,265;0.83
Maryland;10/19/2019;2,502;10/12/2019;21,097;2,547,265;0.83
Maryland;10/26/2019;2,768;10/19/2019;21,327;2,547,265;0.84
Maryland;11/02/2019;2,872;10/26/2019;21,654;2,547,265;0.85
Maryland;11/09/2019;3,242;11/02/2019;21,922;2,547,265;0.86
Maryland;11/16/2019;2,803;11/09/2019;22,346;2,547,265;0.88
Maryland;11/23/2019;3,007;11/16/2019;22,771;2,547,265;0.89
Maryland;11/30/2019;2,951;11/23/2019;22,187;2,547,265;0.87
Maryland;12/07/2019;4,055;11/30/2019;24,529;2,547,265;0.96
Maryland;12/14/2019;3,476;12/07/2019;24,063;2,547,265;0.94
Maryland;12/21/2019;4,706;12/14/2019;24,682;2,547,265;0.97
Maryland;12/28/2019;6,222;12/21/2019;25,879;2,547,265;1.02
Maryland;01/04/2020;3,997;12/28/2019;30,571;2,547,265;1.20
Maryland;01/11/2020;4,627;01/04/2020;31,292;2,549,408;1.23
Maryland;01/18/2020;3,739;01/11/2020;29,203;2,549,408;1.15
Maryland;01/25/2020;3,283;01/18/2020;29,231;2,549,408;1.15
Maryland;02/01/2020;3,203;01/25/2020;29,788;2,549,408;1.17
Maryland;02/08/2020;3,150;02/01/2020;29,342;2,549,408;1.15
Maryland;02/15/2020;3,048;02/08/2020;29,219;2,549,408;1.15
Maryland;02/22/2020;2,700;02/15/2020;29,095;2,549,408;1.14
Maryland;02/29/2020;2,626;02/22/2020;28,412;2,549,408;1.11
Maryland;03/07/2020;2,675;02/29/2020;28,068;2,549,408;1.10
Maryland;03/14/2020;3,864;03/07/2020;27,046;2,549,408;1.06
Maryland;03/21/2020;42,981;03/14/2020;26,467;2,549,408;1.04
Maryland;03/28/2020;85,317;03/21/2020;47,973;2,549,408;1.88
Maryland;04/04/2020;109,496;03/28/2020;92,112;2,549,408;3.61
Maryland;04/11/2020;62,904;04/04/2020;160,906;2,555,073;6.30
Maryland;04/18/2020;48,495;04/11/2020;201,432;2,555,073;7.88
Maryland;04/25/2020;37,935;04/18/2020;224,260;2,555,073;8.78
Maryland;05/02/2020;63,253;04/25/2020;226,972;2,555,073;8.88
Maryland;05/09/2020;45,485;05/02/2020;254,473;2,555,073;9.96
Maryland;05/16/2020;35,111;05/09/2020;253,219;2,555,073;9.91
Maryland;05/23/2020;33,991;05/16/2020;255,017;2,555,073;9.98
Maryland;05/30/2020;31,920;05/23/2020;246,542;2,555,073;9.65
Maryland;06/06/2020;41,638;05/30/2020;246,535;2,555,073;9.65
Maryland;06/13/2020;23,450;06/06/2020;250,269;2,555,073;9.79
Massachusetts;01/05/2019;10,252;12/29/2018;79,688;3,501,425;2.28
Massachusetts;01/12/2019;8,910;01/05/2019;80,205;3,513,404;2.28
Massachusetts;01/19/2019;7,194;01/12/2019;79,684;3,513,404;2.27
Massachusetts;01/26/2019;6,581;01/19/2019;80,947;3,513,404;2.30
Massachusetts;02/02/2019;5,953;01/26/2019;82,169;3,513,404;2.34
Massachusetts;02/09/2019;5,626;02/02/2019;81,423;3,513,404;2.32
Massachusetts;02/16/2019;5,015;02/09/2019;81,390;3,513,404;2.32
Massachusetts;02/23/2019;9,298;02/16/2019;81,310;3,513,404;2.31
Massachusetts;03/02/2019;5,102;02/23/2019;87,694;3,513,404;2.50
Massachusetts;03/09/2019;4,809;03/02/2019;80,661;3,513,404;2.30
Massachusetts;03/16/2019;4,354;03/09/2019;79,574;3,513,404;2.26
Massachusetts;03/23/2019;4,301;03/16/2019;78,594;3,513,404;2.24
Massachusetts;03/30/2019;3,711;03/23/2019;77,330;3,513,404;2.20
Massachusetts;04/06/2019;4,296;03/30/2019;70,991;3,513,404;2.02
Massachusetts;04/13/2019;4,465;04/06/2019;64,489;3,522,163;1.83
Massachusetts;04/20/2019;11,276;04/13/2019;59,708;3,522,163;1.70
Massachusetts;04/27/2019;4,644;04/20/2019;63,183;3,522,163;1.79
Massachusetts;05/04/2019;4,297;04/27/2019;55,673;3,522,163;1.58
Massachusetts;05/11/2019;4,067;05/04/2019;51,771;3,522,163;1.47
Massachusetts;05/18/2019;4,745;05/11/2019;50,324;3,522,163;1.43
Massachusetts;05/25/2019;4,529;05/18/2019;49,699;3,522,163;1.41
Massachusetts;06/01/2019;3,797;05/25/2019;49,765;3,522,163;1.41
Massachusetts;06/08/2019;4,443;06/01/2019;49,537;3,522,163;1.41
Massachusetts;06/15/2019;4,615;06/08/2019;49,062;3,522,163;1.39
Massachusetts;06/22/2019;9,275;06/15/2019;49,746;3,522,163;1.41
Massachusetts;06/29/2019;6,964;06/22/2019;55,654;3,522,163;1.58
Massachusetts;07/06/2019;5,747;06/29/2019;55,823;3,522,163;1.58
Massachusetts;07/13/2019;4,905;07/06/2019;59,033;3,535,875;1.67
Massachusetts;07/20/2019;4,326;07/13/2019;56,826;3,535,875;1.61
Massachusetts;07/27/2019;3,903;07/20/2019;57,247;3,535,875;1.62
Massachusetts;08/03/2019;4,193;07/27/2019;57,903;3,535,875;1.64
Massachusetts;08/10/2019;4,536;08/03/2019;56,957;3,535,875;1.61
Massachusetts;08/17/2019;4,039;08/10/2019;56,914;3,535,875;1.61
Massachusetts;08/24/2019;4,036;08/17/2019;56,457;3,535,875;1.60
Massachusetts;08/31/2019;4,025;08/24/2019;56,130;3,535,875;1.59
Massachusetts;09/07/2019;4,255;08/31/2019;51,369;3,535,875;1.45
Massachusetts;09/14/2019;4,028;09/07/2019;47,123;3,535,875;1.33
Massachusetts;09/21/2019;3,774;09/14/2019;44,821;3,535,875;1.27
Massachusetts;09/28/2019;3,672;09/21/2019;44,648;3,535,875;1.26
Massachusetts;10/05/2019;4,378;09/28/2019;45,073;3,535,875;1.27
Massachusetts;10/12/2019;4,560;10/05/2019;44,168;3,546,144;1.25
Massachusetts;10/19/2019;4,139;10/12/2019;43,830;3,546,144;1.24
Massachusetts;10/26/2019;4,683;10/19/2019;44,131;3,546,144;1.24
Massachusetts;11/02/2019;5,129;10/26/2019;45,030;3,546,144;1.27
Massachusetts;11/09/2019;6,217;11/02/2019;44,786;3,546,144;1.26
Massachusetts;11/16/2019;5,397;11/09/2019;46,300;3,546,144;1.31
Massachusetts;11/23/2019;6,452;11/16/2019;48,610;3,546,144;1.37
Massachusetts;11/30/2019;6,142;11/23/2019;50,099;3,546,144;1.41
Massachusetts;12/07/2019;10,239;11/30/2019;54,340;3,546,144;1.53
Massachusetts;12/14/2019;9,017;12/07/2019;58,027;3,546,144;1.64
Massachusetts;12/21/2019;9,284;12/14/2019;61,381;3,546,144;1.73
Massachusetts;12/28/2019;13,251;12/21/2019;64,273;3,546,144;1.81
Massachusetts;01/04/2020;9,464;12/28/2019;76,528;3,546,144;2.16
Massachusetts;01/11/2020;8,784;01/04/2020;79,521;3,557,761;2.24
Massachusetts;01/18/2020;6,940;01/11/2020;75,076;3,557,761;2.11
Massachusetts;01/25/2020;6,022;01/18/2020;75,529;3,557,761;2.12
Massachusetts;02/01/2020;5,523;01/25/2020;76,927;3,557,761;2.16
Massachusetts;02/08/2020;5,878;02/01/2020;76,492;3,557,761;2.15
Massachusetts;02/15/2020;5,393;02/08/2020;76,912;3,557,761;2.16
Massachusetts;02/22/2020;9,264;02/15/2020;77,091;3,557,761;2.17
Massachusetts;02/29/2020;4,865;02/22/2020;83,220;3,557,761;2.34
Massachusetts;03/07/2020;4,712;02/29/2020;75,552;3,557,761;2.12
Massachusetts;03/14/2020;7,449;03/07/2020;74,336;3,557,761;2.09
Massachusetts;03/21/2020;148,452;03/14/2020;83,127;3,557,761;2.34
Massachusetts;03/28/2020;181,423;03/21/2020;183,105;3,557,761;5.15
Massachusetts;04/04/2020;139,647;03/28/2020;310,211;3,557,761;8.72
Massachusetts;04/11/2020;103,813;04/04/2020;361,600;3,568,892;10.13
Massachusetts;04/18/2020;80,969;04/11/2020;467,552;3,568,892;13.10
Massachusetts;04/25/2020;71,358;04/18/2020;532,508;3,568,892;14.92
Massachusetts;05/02/2020;55,884;04/25/2020;569,956;3,568,892;15.97
Massachusetts;05/09/2020;44,915;05/02/2020;575,569;3,568,892;16.13
Massachusetts;05/16/2020;38,684;05/09/2020;589,545;3,568,892;16.52
Massachusetts;05/23/2020;38,332;05/16/2020;594,515;3,568,892;16.66
Massachusetts;05/30/2020;27,630;05/23/2020;599,751;3,568,892;16.80
Massachusetts;06/06/2020;45,142;05/30/2020;574,019;3,568,892;16.08
Massachusetts;06/13/2020;30,411;06/06/2020;577,991;3,568,892;16.20
Michigan;01/05/2019;15,380;12/29/2018;70,485;4,256,044;1.66
Michigan;01/12/2019;16,109;01/05/2019;87,582;4,268,378;2.05
Michigan;01/19/2019;9,655;01/12/2019;82,324;4,268,378;1.93
Michigan;01/26/2019;8,855;01/19/2019;89,907;4,268,378;2.11
Michigan;02/02/2019;9,017;01/26/2019;77,171;4,268,378;1.81
Michigan;02/09/2019;10,373;02/02/2019;88,223;4,268,378;2.07
Michigan;02/16/2019;6,400;02/09/2019;81,774;4,268,378;1.92
Michigan;02/23/2019;6,241;02/16/2019;87,042;4,268,378;2.04
Michigan;03/02/2019;5,485;02/23/2019;78,068;4,268,378;1.83
Michigan;03/09/2019;5,927;03/02/2019;82,469;4,268,378;1.93
Michigan;03/16/2019;5,156;03/09/2019;76,084;4,268,378;1.78
Michigan;03/23/2019;4,887;03/16/2019;78,958;4,268,378;1.85
Michigan;03/30/2019;4,737;03/23/2019;70,441;4,268,378;1.65
Michigan;04/06/2019;6,682;03/30/2019;71,366;4,268,378;1.67
Michigan;04/13/2019;5,579;04/06/2019;60,805;4,277,987;1.42
Michigan;04/20/2019;4,842;04/13/2019;62,658;4,277,987;1.46
Michigan;04/27/2019;4,691;04/20/2019;51,581;4,277,987;1.21
Michigan;05/04/2019;4,637;04/27/2019;49,314;4,277,987;1.15
Michigan;05/11/2019;5,016;05/04/2019;42,462;4,277,987;0.99
