Error/Needs Review,record_id,policy_id,province,recorded_date,date_updated,date_start,date_end,policy_type,entry_type,event_description,type,type_sub_cat,type_text,correct_type,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,link,ISO_A3,ISO_A2
,8091465Bq,8091465,New York,2020-04-29T14:01:47Z,2020-04-29,2020-03-27,2020-05-15,,new_entry,"USA, New York, March 27: ""New Yorkers Without Health Insurance Should Apply Now Through NY State of Health""",Health Resources,Health Insurance,NA,original,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary,USA,US
,3418508Bq,8091465,New York,2020-04-29T14:13:24Z,2020-04-29,2020-04-02,2020-05-15,,update,"USA, New York, April 2 :""Special Enrollment Period for Uninsured New Yorkers to Apply for Coverage Through NY State of Health or Directly to Insurers Extended Through May 15, 2020""",Health Resources,Health Insurance,NA,original,NA,NA,NA,NA,NA,NA,Voluntary/Recommended but No Penalties,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved,USA,US
,5800257Bq,5800257,Florida,2020-05-12T07:52:20Z,2020-05-12,2020-05-08,2020-05-31,,new_entry,"As of May 8, 2020 in Florida: the provisions of DOH Emergency Order 20-001 (establishes guidelines for health care providers, Medicaid provideres, and health care contractors to conduct background screenings to prevent staff shortages during the COVID-19 emergency) and DOH Emergency Order 20-002 (health care professionals, advanced life support professionals, and basic life support
professionals holding a valid, unrestricted, and unencumbered license in any state, territory,
and/ or district may render such services in Florida during a period not to exceed thirty days
unless extended by order of the State Surgeon General, if such health care practitioner does not
represent or hold themselves out as a health care practitioner licensed to practice in Florida) are extended until May 31, 2020.",Health Resources,Health Insurance,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://s33330.pcdn.co/wp-content/uploads/2020/05/DOH-Emergency-Order-Number-20-007_20200511-1013.pdf,USA,US
,2384103Bq,2384103,Montana,2020-05-20T18:41:44Z,2020-05-20,2020-04-22,2020-07-15,,update,"On Mar 18, Montana Governor Steve Bullock expanded access to telemedicine services to ensure Montana Medicaid patients receive quality health care in their homes to prevent unnecessary gatherings at health care facilities and slow the spread of COVID-19. The measure will go into effect on Friday, March 20 and will allow patients and providers to communicate via telephone or through secure online communications.

 On Apr 22, Montana Governor Steve Bullock issued two directives to increase frontline health care provider capacity to respond to COVID-19 and expand insurance coverage to allow Montanans to access routine health care services while social distancing. 
   The first directive makes it easier for retired health care professionals to serve in a frontline medical capacity. It also allows expedited registration of licensed out-of-state providers to practice in the state to respond to the needs of Montanans during the COVID-19 statewide emergency. 
   Montana Governor Steve Bullock issued a directive to expand insurance coverage to allow Montanans to access routine health care services while social distancing. 
   The second directive makes it easier for Montanans to continue following social distancing guidelines and receive routine health services by requiring health insurers to provide the same coverage for telehealth services for in-person services. It also expands access to the types of technologies that can be used to deliver telehealth services to allow patients with limited or without access to videoconferencing services to receive care while social distancing to slow the spread of COVID-19.",Health Resources,Health Insurance,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),https://news.mt.gov/governor-bullock-expands-access-to-telemedicine-services-to-slow-the-spread-of-covid-19,USA,US
,5711648Bq,5711648,Michigan,2020-05-26T11:41:38Z,2020-05-26,2020-04-29,2020-07-15,,new_entry,"US state Michigan, Ensuring Equitable Access to Health Care Resources During COVID-19 Pandemic, from April 29, 2020",Health Resources,Health Insurance,NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90640-527593--,00.html",USA,US
,8738688Bq,8738688,Virginia,2020-06-11T06:50:38Z,2020-06-11,2020-06-10,2020-06-10,,update,"Virginia (06.10.2020 till futher notice or until the state of emergency expires): ""Governor Ralph Northam today extended Executive Orders Fifty-Seven and Fifty-Eight, which were originally signed in April and were due to expire on June 10.""",Health Resources,Health Insurance,NA,original,NA,NA,NA,Health Staff,NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-58-Access-to-Medicaid-covered-Health-Care-Services-in-Response-to-Novel-Coronavirus-(COVID-19).pdf,USA,US
,918734Bq,918734,New Hampshire,2020-04-22T14:01:37Z,2020-04-22,2020-04-09,2020-07-15,,new_entry,"on April 9th, New Hampshire governor announced ""Temporary requirements regarding healthcare provided in alternative settings"" including facilities and easier access to healthcare reimbursments.",Health Resources,Health Insurance,NA,original,New Hampshire,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.nh.gov/news-media/emergency-orders/documents/emergency-order-30.pdf,USA,US
,565906Bq,565906,New Jersey,2020-04-22T01:10:38Z,2020-04-22,2020-03-20,2020-07-15,,new_entry,"United States, New Jersey Governor announces a waiver of fees for COVID-19 testing services for the uninsured, March 20.",Health Resources,Health Insurance,NA,original,New Jersey,NA,NA,All (Travelers + Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.nj.gov/health/news/2020/approved/20200320a.shtml,USA,US
,9608166Bq,9608166,New York,2020-04-23T12:11:31Z,2020-04-23,2020-03-19,2020-07-15,,new_entry,"USA, New York State, March 19, Health resources policy: "" The Department of Financial Services will issue a directive to health insurers allowing scheduled surgeries and admissions without insurer preapproval and allowing inpatient hospital services without insurer approval. Under the measure, insurers will pay inpatient hospital services and emergency services without waiting to review for medical necessity. It will also allow the discharge of patients to a rehabilitation center or nursing after an inpatient hospital stay without insurer preapproval, and encourage self-funded plans to adopt these same provisions.""",Health Resources,Health Insurance,NA,original,New York,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.ny.gov/news/governor-cuomo-signs-executive-order-mandating-businesses-require-office-personnel-decrease,USA,US
,5725603Bq,5725603,New York,2020-04-23T17:36:37Z,2020-04-23,2020-03-02,2020-07-15,,new_entry,"On Mar 2, Governor Cuomo announced a new directive by the State Department of Financial Services requiring New York health insurers to waive cost sharing associated with testing for novel coronavirus including emergency room, urgent care and office visits. 

In order to ensure that cost-sharing is not a barrier to testing for COVID-19, DFS will promulgate an emergency regulation that:
Prohibits health insurers from imposing cost-sharing on an in-network provider office visit or urgent care center when the purpose of the visit is to be tested for COVID-19. 
Prohibits health insurers from imposing cost-sharing on an emergency room visit when the purpose of the visit is to be tested for COVID-19.  

New Yorkers Receiving Medicaid Coverage Will Not Be Expected To Pay A Co-Pay For Any Testing Related To COVID-19
In addition, the State outlined a series of other actions that New York health insurers are required or advised to take, including keeping New Yorkers informed regarding available benefits; offering, where possible, telehealth medical advice and treatment; and preparing insurers to cover the costs if a COVID-19 immunization should become available.",Health Resources,Health Insurance,NA,original,New York,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.ny.gov/news/governor-cuomo-announces-new-directive-requiring-new-york-insurers-waive-cost-sharing,USA,US
,2229914Bq,2229914,Pennsylvania,2020-04-22T02:16:21Z,2020-04-22,2020-03-09,2020-07-15,More Restrictions and/or More Supply,new_entry,Pennsylvania state government and Insurance Department announce that all major health insurers providing comprehensive medical coverage in the commonwealth will cover medically appropriate COVID-19 diagnostic testing and associated treatment for consumers and have committed to waive any cost-sharing for the testing (Health Resources) on 9 March 2020.,Health Resources,Health Insurance,NA,original,Pennsylvania,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.governor.pa.gov/newsroom/gov-wolf-states-major-health-insurers-are-covering-covid-19-testing-resources-available-related-to-covid-19-and-insurance-coverage/,USA,US
,2740123Bq,2740123,Pennsylvania,2020-04-22T02:42:21Z,2020-04-22,2020-03-10,2020-07-15,More Restrictions and/or More Supply,new_entry,"Pennsylvania state government eased access to prescription drugs, making expedited formulary exceptions, and permitting the temporary use of out-of-network pharmacies in the event of medication shortages at in-network pharmacies (health resources) on 10 March 2020.",Health Resources,Health Insurance,NA,original,Pennsylvania,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.pa.gov/newsroom/gov-wolf-highlights-critical-need-for-access-to-care-during-covid-19-outbreak/,USA,US
,1856220Bq,1856220,Pennsylvania,2020-04-22T05:13:44Z,2020-04-22,2020-03-11,2020-07-15,More Restrictions and/or More Supply,new_entry,Pennsylvania announced that Medical Assistance (MA) and Children’s Health Insurance Program (CHIP) will cover COVID-19 testing and treatment to allow people access to health resources on 11 March 2020.,Health Resources,Health Insurance,NA,original,Pennsylvania,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.governor.pa.gov/newsroom/gov-wolf-medicaid-and-chip-recipients-covid-19-testing-and-treatment-resources-are-covered/,USA,US
,9267760Bq,9267760,Pennsylvania,2020-04-25T03:15:23Z,2020-04-25,2020-03-25,2020-07-15,More Restrictions and/or More Supply,new_entry,Pennsylvania government requests a waiver from Federal government to relax Medicare rules to allow people to access medical resources on 25 March 2020.,Health Resources,Health Insurance,NA,original,Pennsylvania,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.media.pa.gov/pages/DHS_details.aspx?newsid=505,USA,US
,8365000Bq,8365000,Pennsylvania,2020-04-25T09:29:00Z,2020-04-25,2020-04-15,2020-07-15,More Restrictions and/or More Supply,new_entry,Pennsylvania makes changes to Children’s Health Insurance Program (CHIP) to keep families enrolled in CHIP for the duration of the public health emergency on 15 April 2020.,Health Resources,Health Insurance,NA,original,Pennsylvania,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.media.pa.gov/pages/DHS_details.aspx?newsid=517,USA,US
needs an end date ,2432308Br,2432308,Illinois,2020-04-24T02:27:58Z,2020-04-24,2020-04-11,2020-07-15,More Restrictions and/or More Supply,new_entry,In Illinois the McHenry County Department of Health (MCDH) issued a press release pertaining to a court order granting access to the personal health information for patients that had contracted COVID-19 by multiple police agencies on April 11.,Health Resources,Health Research Facilities,NA,original,Illinois,NA,NA,Health Staff,NA,Not Applicable,Mandatory (Unspecified/Implied),https://www.mchenrycountyil.gov/Home/Components/News/News/15032/1026,USA,US
duplicate,2731596Br,2731596,Kentucky,2020-04-27T08:08:59Z,2020-04-27,2020-04-27,2020-07-15,,new_entry,"FRANKFORT, Ky. (April 23, 2020) – On Thursday, Gov. Andy Beshear announced that Monday, April 27, the state will begin the gradual restart and reopening of our Phase 1 health care services and facilities, although they will operate vastly different than they did before the outbreak of the novel coronavirus 2019 (COVID-19).",Health Resources,Health Research Facilities,NA,original,Kentucky,NA,NA,All Citizens (Citizen Residents + Citizen Travelers),NA,Not Applicable,Voluntary/Recommended but No Penalties,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=138,USA,US
