id,zip,always,frequently,sometimes,rarely,never,chance,e
1094,95555,0.82,0.08,0.03,0.02,0.05,0.61,4.52
1095,93662,0.86,0.05,0.07,0.02,0.0,0.74,4.7
1096,93631,0.78,0.09,0.07,0.04,0.01,0.59,4.5
1097,95640,0.56,0.31,0.07,0.01,0.05,0.43,4.22
1098,95689,0.71,0.11,0.11,0.02,0.05,0.47,4.3
1099,95341,0.73,0.11,0.08,0.04,0.03,0.51,4.36
1100,93215,0.74,0.17,0.04,0.01,0.03,0.61,4.52
1102,93720,0.76,0.11,0.06,0.05,0.03,0.54,4.42
1103,93555,0.74,0.13,0.03,0.1,0.0,0.51,4.37
1104,93528,0.74,0.13,0.03,0.11,0.0,0.51,4.37
1106,95464,0.85,0.14,0.0,0.0,0.0,0.85,4.84
1107,95340,0.73,0.11,0.08,0.05,0.03,0.49,4.34
1108,93635,0.67,0.17,0.14,0.01,0.0,0.54,4.42
1110,93436,0.69,0.19,0.12,0.0,0.0,0.59,4.51
1114,93906,0.78,0.1,0.09,0.01,0.02,0.62,4.55
1119,93245,0.79,0.09,0.03,0.01,0.09,0.52,4.38
1120,93212,0.73,0.09,0.11,0.03,0.05,0.46,4.28
1121,93266,0.78,0.09,0.05,0.01,0.06,0.55,4.44
1122,93204,0.86,0.1,0.01,0.0,0.03,0.76,4.73
1123,93230,0.73,0.1,0.06,0.02,0.09,0.43,4.23
1127,95827,0.77,0.17,0.01,0.04,0.01,0.67,4.61
1130,96114,0.48,0.26,0.15,0.06,0.05,0.28,3.87
1131,96006,0.56,0.16,0.18,0.07,0.03,0.32,3.98
1132,96109,0.46,0.16,0.03,0.07,0.28,0.09,3.1
1138,"95252,95254",0.49,0.31,0.09,0.01,0.09,0.3,3.94
1139,95255,0.68,0.14,0.1,0.02,0.06,0.45,4.25
1140,95228,0.51,0.38,0.06,0.04,0.02,0.43,4.22
1141,95249,0.63,0.22,0.12,0.01,0.03,0.47,4.3
1146,95075,0.74,0.17,0.06,0.0,0.02,0.62,4.55
1147,95010,0.76,0.12,0.11,0.0,0.01,0.63,4.56
1148,95076,0.87,0.05,0.07,0.0,0.01,0.76,4.73
1149,94618,0.85,0.09,0.01,0.0,0.04,0.7,4.66
1151,"95461,95467",0.84,0.13,0.01,0.01,0.01,0.79,4.76
1152,95457,0.85,0.14,0.01,0.0,0.0,0.82,4.81
1153,95451,0.85,0.13,0.01,0.01,0.01,0.8,4.78
1156,95148,0.82,0.15,0.02,0.01,0.0,0.77,4.74
1160,94117,0.89,0.04,0.03,0.04,0.01,0.72,4.69
1161,94579,0.81,0.13,0.03,0.02,0.0,0.73,4.69
1162,94578,0.83,0.12,0.03,0.02,0.0,0.74,4.71
1163,94580,0.8,0.12,0.05,0.03,0.0,0.68,4.63
1164,95209,0.7,0.19,0.07,0.02,0.02,0.56,4.45
1165,94587,0.79,0.1,0.09,0.0,0.02,0.64,4.57
1166,93222,0.67,0.22,0.07,0.01,0.03,0.54,4.42
1167,93243,0.58,0.17,0.03,0.21,0.01,0.27,3.85
1168,93531,0.61,0.22,0.11,0.05,0.01,0.45,4.25
1169,"93283,93205",0.78,0.12,0.06,0.03,0.01,0.63,4.56
1170,93505,0.56,0.33,0.09,0.01,0.0,0.52,4.39
1180,95988,0.55,0.22,0.18,0.01,0.03,0.37,4.11
1183,95350,0.75,0.13,0.06,0.02,0.03,0.57,4.46
1185,93616,0.75,0.14,0.09,0.01,0.01,0.62,4.55
1186,93656,0.83,0.1,0.03,0.02,0.03,0.68,4.63
1187,93640,0.77,0.06,0.15,0.02,0.01,0.56,4.45
1188,93725,0.84,0.12,0.04,0.01,0.0,0.78,4.76
1193,95313,0.66,0.23,0.07,0.01,0.01,0.57,4.46
1194,93625,0.77,0.15,0.07,0.0,0.0,0.7,4.66
1195,93721,0.79,0.16,0.04,0.0,0.0,0.74,4.71
1197,"93723,93606",0.66,0.17,0.11,0.0,0.05,0.45,4.27
1198,93730,0.83,0.08,0.05,0.03,0.01,0.67,4.62
1199,93622,0.74,0.09,0.13,0.03,0.02,0.53,4.4
1200,93652,0.69,0.19,0.06,0.05,0.0,0.55,4.44
1201,93628,0.63,0.32,0.04,0.01,0.01,0.6,4.52
1202,93630,0.79,0.12,0.05,0.02,0.02,0.64,4.57
1203,93242,0.84,0.06,0.04,0.02,0.04,0.63,4.56
1204,93654,0.75,0.15,0.05,0.01,0.04,0.58,4.48
1205,95316,0.62,0.2,0.1,0.02,0.05,0.41,4.19
1206,95380,0.63,0.25,0.06,0.04,0.02,0.49,4.33
1210,94030,0.86,0.11,0.01,0.0,0.02,0.77,4.74
1212,95687,0.68,0.19,0.04,0.05,0.04,0.47,4.3
1213,94535,0.63,0.18,0.05,0.08,0.05,0.38,4.12
1214,95351,0.73,0.17,0.06,0.02,0.04,0.56,4.45
1215,92311,0.77,0.2,0.0,0.01,0.01,0.71,4.67
1218,95355,0.73,0.15,0.06,0.03,0.04,0.54,4.42
1221,96134,0.57,0.26,0.05,0.01,0.1,0.34,4.03
1222,96085,0.64,0.16,0.06,0.08,0.07,0.35,4.05
1223,96067,0.43,0.15,0.12,0.08,0.22,0.1,3.13
1225,95117,0.71,0.23,0.02,0.0,0.04,0.6,4.51
1227,95470,0.79,0.21,0.0,0.0,0.0,0.79,4.77
1228,95469,0.8,0.19,0.01,0.0,0.0,0.79,4.77
1229,95490,0.79,0.2,0.0,0.0,0.0,0.79,4.78
1230,95420,0.8,0.19,0.0,0.0,0.0,0.81,4.8
1231,95454,0.79,0.2,0.01,0.01,0.0,0.77,4.74
1232,95070,0.83,0.07,0.03,0.0,0.07,0.6,4.51
1233,95139,0.69,0.18,0.13,0.0,0.0,0.58,4.48
1234,95125,0.73,0.22,0.03,0.02,0.0,0.68,4.63
1235,95008,0.75,0.2,0.04,0.0,0.01,0.7,4.65
1236,95132,0.77,0.17,0.05,0.02,0.0,0.7,4.65
1237,95127,0.82,0.14,0.01,0.03,0.0,0.74,4.71
1238,95437,0.81,0.19,0.0,0.0,0.0,0.81,4.8
1239,95415,0.73,0.26,0.0,0.0,0.0,0.75,4.72
1241,96130,0.49,0.22,0.2,0.07,0.02,0.29,3.9
1242,"93901,93962",0.78,0.12,0.07,0.01,0.02,0.64,4.57
1244,95482,0.75,0.25,0.0,0.0,0.0,0.77,4.74
1248,95975,0.67,0.16,0.09,0.08,0.0,0.47,4.29
1252,95113,0.77,0.18,0.03,0.02,0.0,0.69,4.65
1253,95410,0.78,0.21,0.0,0.0,0.0,0.79,4.77
1259,94545,0.8,0.07,0.13,0.0,0.0,0.65,4.59
1260,95121,0.72,0.2,0.06,0.0,0.02,0.62,4.55
1261,94552,0.8,0.17,0.01,0.02,0.0,0.76,4.73
1262,95131,0.72,0.22,0.05,0.0,0.0,0.67,4.62
1263,95138,0.69,0.18,0.12,0.0,0.0,0.59,4.49
1264,95134,0.89,0.06,0.03,0.0,0.02,0.8,4.78
1265,94066,0.84,0.11,0.03,0.01,0.02,0.73,4.69
1267,95123,0.75,0.19,0.05,0.01,0.0,0.69,4.64
1268,94509,0.76,0.09,0.08,0.05,0.02,0.54,4.43
1269,94128,0.85,0.1,0.02,0.0,0.03,0.74,4.7
1270,93701,0.8,0.14,0.05,0.0,0.0,0.75,4.72
1271,95020,0.7,0.24,0.05,0.01,0.0,0.66,4.61
1273,95492,0.8,0.09,0.04,0.03,0.03,0.6,4.52
1274,95439,0.8,0.1,0.04,0.03,0.04,0.61,4.52
1275,94931,0.71,0.26,0.02,0.0,0.02,0.67,4.61
1284,94531,0.77,0.1,0.06,0.04,0.02,0.57,4.46
1286,95677,0.67,0.23,0.08,0.0,0.01,0.6,4.51
1288,95678,0.65,0.22,0.09,0.01,0.02,0.52,4.39
1289,"96140,95604",0.64,0.21,0.04,0.1,0.01,0.43,4.23
1290,95681,0.8,0.1,0.05,0.02,0.03,0.62,4.55
1293,94805,0.88,0.06,0.02,0.0,0.04,0.73,4.69
1296,94521,0.66,0.25,0.08,0.0,0.0,0.6,4.51
1297,96051,0.54,0.2,0.06,0.06,0.13,0.23,3.72
1298,96065,0.57,0.19,0.05,0.06,0.13,0.25,3.79
1299,"96009,96056",0.62,0.14,0.06,0.05,0.13,0.27,3.85
1303,94589,0.82,0.09,0.03,0.02,0.04,0.63,4.56
1306,95407,0.77,0.18,0.02,0.01,0.03,0.67,4.61
1307,95448,0.8,0.1,0.04,0.03,0.02,0.62,4.54
1308,95441,0.8,0.13,0.03,0.02,0.01,0.68,4.63
1309,95650,0.63,0.32,0.05,0.0,0.0,0.62,4.54
1310,95746,0.69,0.21,0.09,0.0,0.01,0.6,4.51
1311,95603,0.62,0.28,0.07,0.03,0.0,0.53,4.41
1312,89402,0.56,0.24,0.05,0.13,0.03,0.33,4.01
1313,95722,0.63,0.17,0.15,0.05,0.0,0.44,4.25
1314,95403,0.81,0.11,0.03,0.02,0.04,0.62,4.55
1315,94952,0.79,0.19,0.01,0.0,0.01,0.75,4.71
1316,94929,0.83,0.12,0.01,0.01,0.03,0.72,4.68
1317,95404,0.85,0.1,0.02,0.01,0.02,0.73,4.7
1318,"95465,95462",0.84,0.08,0.04,0.03,0.03,0.66,4.61
1321,95691,0.81,0.13,0.04,0.0,0.02,0.72,4.68
1323,94520,0.79,0.15,0.02,0.0,0.04,0.66,4.61
1324,95064,0.76,0.14,0.1,0.0,0.0,0.66,4.6
1325,95003,0.8,0.09,0.08,0.0,0.02,0.65,4.59
1326,95073,0.77,0.12,0.09,0.0,0.01,0.64,4.58
1327,95005,0.8,0.16,0.05,0.0,0.0,0.75,4.72
1328,95018,0.79,0.15,0.05,0.0,0.0,0.74,4.7
1330,95546,0.81,0.08,0.03,0.02,0.05,0.59,4.5
1331,95658,0.65,0.29,0.04,0.02,0.0,0.6,4.51
1336,95661,0.67,0.17,0.13,0.01,0.01,0.52,4.39
1337,94503,0.81,0.1,0.03,0.03,0.04,0.62,4.54
1340,93428,0.75,0.15,0.05,0.03,0.02,0.59,4.5
1341,93401,0.74,0.17,0.03,0.03,0.03,0.58,4.48
1342,93446,0.76,0.16,0.04,0.02,0.02,0.64,4.57
1343,93433,0.76,0.17,0.03,0.02,0.03,0.62,4.54
1348,94102,0.72,0.22,0.05,0.0,0.01,0.65,4.59
1349,94123,0.86,0.07,0.01,0.0,0.06,0.66,4.6
1350,95629,0.69,0.14,0.12,0.02,0.03,0.49,4.34
1351,95642,0.65,0.19,0.12,0.0,0.04,0.48,4.32
1352,95685,0.7,0.14,0.13,0.01,0.03,0.52,4.38
1353,95669,0.7,0.19,0.06,0.0,0.04,0.54,4.42
1354,95665,0.71,0.12,0.13,0.01,0.04,0.5,4.35
1355,95602,0.62,0.18,0.16,0.04,0.0,0.44,4.25
1356,95703,0.62,0.17,0.15,0.05,0.0,0.44,4.24
1357,"95631,95713",0.65,0.19,0.11,0.04,0.0,0.5,4.36
1359,95445,0.7,0.29,0.0,0.0,0.0,0.71,4.67
1367,95446,0.83,0.08,0.04,0.03,0.02,0.65,4.59
1368,95436,0.81,0.09,0.04,0.03,0.03,0.62,4.54
1369,95452,0.83,0.15,0.01,0.0,0.01,0.82,4.8
1370,95401,0.8,0.11,0.03,0.02,0.04,0.61,4.53
1371,95472,0.81,0.11,0.02,0.02,0.04,0.63,4.56
1375,94103,0.77,0.17,0.03,0.0,0.03,0.67,4.62
1376,94107,0.78,0.11,0.04,0.0,0.06,0.57,4.47
1377,94122,0.83,0.16,0.01,0.0,0.0,0.82,4.81
1378,94116,0.88,0.1,0.02,0.0,0.0,0.85,4.84
1386,94132,0.73,0.24,0.01,0.02,0.0,0.69,4.65
1387,95019,0.86,0.06,0.08,0.0,0.01,0.73,4.7
1388,95006,0.83,0.14,0.03,0.0,0.01,0.78,4.76
1389,"95060,95041",0.77,0.15,0.08,0.0,0.0,0.68,4.63
1390,95066,0.77,0.16,0.07,0.0,0.0,0.71,4.67
1391,95065,0.76,0.14,0.09,0.0,0.01,0.66,4.6
1392,95062,0.76,0.13,0.11,0.0,0.01,0.63,4.56
1393,95747,0.76,0.13,0.07,0.03,0.0,0.63,4.55
1395,95620,0.79,0.13,0.02,0.01,0.05,0.62,4.55
1402,95765,0.72,0.21,0.05,0.01,0.01,0.65,4.59
1417,93905,0.78,0.11,0.09,0.01,0.02,0.63,4.56
1420,95683,0.79,0.08,0.06,0.01,0.06,0.56,4.45
1421,95638,0.58,0.28,0.05,0.05,0.03,0.42,4.21
1423,95819,0.77,0.15,0.06,0.01,0.0,0.7,4.65
1425,95811,0.78,0.14,0.06,0.01,0.01,0.68,4.62
1426,95817,0.79,0.14,0.05,0.01,0.01,0.69,4.64
1428,95816,0.79,0.14,0.05,0.01,0.01,0.69,4.64
1429,93908,0.78,0.11,0.08,0.01,0.02,0.63,4.56
1430,93933,0.78,0.14,0.04,0.0,0.03,0.64,4.58
1432,95610,0.59,0.22,0.04,0.11,0.03,0.35,4.05
1433,95628,0.76,0.1,0.04,0.01,0.09,0.47,4.3
1435,95136,0.78,0.18,0.03,0.0,0.01,0.71,4.67
1436,95832,0.75,0.14,0.09,0.01,0.01,0.6,4.52
1437,95825,0.7,0.15,0.13,0.02,0.01,0.55,4.43
1438,94085,0.75,0.16,0.05,0.04,0.0,0.62,4.55
1439,95409,0.88,0.11,0.0,0.0,0.01,0.85,4.84
1440,94121,0.8,0.17,0.03,0.0,0.0,0.76,4.74
1446,95693,0.72,0.18,0.07,0.02,0.01,0.6,4.51
1449,96093,0.54,0.23,0.06,0.07,0.1,0.27,3.85
1451,95776,0.77,0.19,0.04,0.0,0.0,0.74,4.7
1452,95621,0.48,0.19,0.08,0.21,0.05,0.18,3.55
1454,94606,0.73,0.18,0.06,0.0,0.03,0.59,4.51
1455,"95456,95460",0.8,0.2,0.0,0.0,0.0,0.81,4.79
1457,93501,0.63,0.27,0.04,0.04,0.01,0.53,4.4
1458,95618,0.81,0.13,0.06,0.0,0.0,0.74,4.71
1459,95695,0.76,0.18,0.05,0.0,0.0,0.72,4.68
1460,95662,0.72,0.12,0.03,0.03,0.11,0.4,4.16
1462,95652,0.67,0.2,0.11,0.02,0.01,0.53,4.41
1463,95742,0.66,0.1,0.11,0.01,0.12,0.32,3.99
1464,95830,0.7,0.17,0.1,0.01,0.01,0.58,4.48
1465,95829,0.7,0.2,0.08,0.01,0.02,0.58,4.49
1466,95814,0.79,0.14,0.05,0.01,0.02,0.67,4.62
1467,95758,0.75,0.17,0.04,0.02,0.03,0.6,4.51
1472,94538,0.8,0.13,0.03,0.02,0.02,0.67,4.61
1474,94568,0.78,0.19,0.02,0.01,0.01,0.73,4.69
1478,96022,0.5,0.24,0.12,0.06,0.08,0.26,3.83
1481,94025,0.59,0.18,0.17,0.03,0.02,0.39,4.14
1484,95363,0.62,0.23,0.13,0.0,0.02,0.5,4.35
1485,95386,0.6,0.22,0.06,0.07,0.06,0.36,4.07
1486,95361,0.66,0.18,0.03,0.09,0.04,0.4,4.16
1487,95356,0.77,0.12,0.06,0.04,0.02,0.59,4.5
1489,94080,0.81,0.08,0.06,0.0,0.06,0.58,4.49
1491,95971,0.73,0.15,0.05,0.05,0.02,0.56,4.45
1492,95947,0.68,0.19,0.07,0.04,0.02,0.53,4.4
1493,96122,0.56,0.1,0.02,0.13,0.19,0.14,3.38
1494,95367,0.74,0.13,0.06,0.04,0.03,0.53,4.41
1496,95963,0.62,0.2,0.13,0.03,0.03,0.43,4.22
1497,94523,0.78,0.17,0.02,0.02,0.01,0.7,4.66
1498,94547,0.96,0.03,0.0,0.0,0.01,0.93,4.93
1499,94553,0.88,0.11,0.0,0.0,0.01,0.84,4.83
1500,94928,0.7,0.26,0.02,0.0,0.02,0.66,4.6
1502,95405,0.81,0.14,0.01,0.01,0.02,0.72,4.68
1503,94951,0.7,0.26,0.02,0.0,0.02,0.66,4.61
1505,94603,0.77,0.17,0.05,0.01,0.01,0.7,4.65
1510,94585,0.64,0.16,0.07,0.11,0.02,0.38,4.13
1511,94597,0.74,0.14,0.06,0.04,0.01,0.59,4.49
1512,94511,0.82,0.09,0.04,0.02,0.03,0.65,4.58
1513,94598,0.74,0.18,0.06,0.01,0.0,0.68,4.62
1514,94549,0.82,0.06,0.05,0.04,0.03,0.6,4.51
1515,94596,0.74,0.17,0.08,0.01,0.0,0.66,4.61
1516,94510,0.87,0.1,0.01,0.01,0.01,0.78,4.76
1517,94534,0.71,0.15,0.04,0.03,0.06,0.47,4.3
1519,94706,0.78,0.11,0.06,0.0,0.05,0.57,4.47
1521,94708,0.83,0.09,0.05,0.0,0.04,0.67,4.61
1522,94709,0.79,0.09,0.05,0.0,0.07,0.55,4.44
1529,96048,0.68,0.16,0.03,0.06,0.06,0.42,4.2
1530,95552,0.64,0.21,0.07,0.04,0.03,0.46,4.28
1531,"95528,95526,95569",0.87,0.07,0.01,0.01,0.04,0.73,4.69
1532,95589,0.86,0.11,0.01,0.0,0.02,0.78,4.76
1533,"95560,95542",0.85,0.12,0.01,0.01,0.02,0.76,4.73
1534,95220,0.69,0.17,0.06,0.06,0.02,0.5,4.35
1535,95236,0.76,0.11,0.11,0.02,0.01,0.58,4.48
1536,94124,0.89,0.07,0.01,0.02,0.01,0.79,4.77
1537,94110,0.78,0.13,0.04,0.0,0.05,0.58,4.49
1538,94601,0.84,0.05,0.05,0.0,0.05,0.62,4.55
1539,94621,0.77,0.08,0.08,0.02,0.05,0.52,4.39
1545,94501,0.93,0.05,0.01,0.0,0.0,0.9,4.89
1551,94502,0.84,0.1,0.04,0.01,0.02,0.73,4.7
1555,93940,0.77,0.17,0.03,0.0,0.03,0.67,4.62
1556,93924,0.77,0.17,0.04,0.0,0.02,0.66,4.6
1557,93907,0.79,0.09,0.11,0.01,0.01,0.64,4.57
1558,93960,0.69,0.18,0.08,0.01,0.04,0.52,4.39
1559,95116,0.86,0.1,0.02,0.02,0.0,0.79,4.76
1560,93932,0.77,0.16,0.05,0.02,0.01,0.67,4.62
1561,94546,0.8,0.14,0.01,0.03,0.01,0.68,4.62
1563,93953,0.76,0.2,0.01,0.0,0.02,0.68,4.63
1564,95004,0.83,0.09,0.07,0.0,0.0,0.74,4.7
1565,95133,0.83,0.13,0.02,0.02,0.0,0.76,4.74
1566,94720,0.81,0.07,0.05,0.0,0.07,0.55,4.44
1567,94703,0.73,0.1,0.06,0.0,0.1,0.43,4.22
1568,94702,0.72,0.12,0.06,0.01,0.1,0.42,4.2
1569,94109,0.82,0.13,0.03,0.0,0.02,0.71,4.68
1570,94118,0.83,0.09,0.04,0.01,0.03,0.66,4.61
1571,94115,0.83,0.1,0.04,0.02,0.02,0.7,4.65
1572,95122,0.9,0.07,0.02,0.01,0.0,0.84,4.83
1574,95202,0.66,0.2,0.11,0.01,0.03,0.51,4.36
1576,95203,0.65,0.19,0.11,0.01,0.04,0.47,4.3
1578,94133,0.77,0.14,0.06,0.0,0.03,0.63,4.55
1579,"94111,94130",0.78,0.12,0.08,0.0,0.02,0.66,4.61
1581,95111,0.73,0.21,0.04,0.0,0.03,0.63,4.56
1582,"95204,95211",0.66,0.2,0.1,0.01,0.03,0.5,4.35
1583,95485,0.81,0.16,0.02,0.0,0.0,0.79,4.77
1585,93614,0.65,0.08,0.01,0.27,0.0,0.26,3.82
1605,93650,0.78,0.1,0.05,0.04,0.03,0.57,4.46
1613,95954,0.67,0.19,0.1,0.04,0.01,0.51,4.37
1614,"95966,95914",0.57,0.21,0.11,0.09,0.02,0.35,4.05
1615,95917,0.56,0.23,0.14,0.05,0.02,0.38,4.13
1616,95119,0.69,0.2,0.11,0.0,0.0,0.59,4.5
1617,94577,0.8,0.17,0.02,0.0,0.0,0.77,4.75
1628,95820,0.89,0.08,0.03,0.0,0.0,0.84,4.83
1629,95824,0.88,0.08,0.03,0.0,0.0,0.83,4.82
1630,95354,0.73,0.16,0.06,0.02,0.04,0.54,4.43
1631,95319,0.71,0.17,0.06,0.02,0.04,0.52,4.39
1632,95864,0.72,0.2,0.06,0.01,0.02,0.61,4.53
1640,95828,0.81,0.14,0.04,0.01,0.01,0.74,4.7
1651,95831,0.76,0.17,0.05,0.02,0.0,0.67,4.62
1652,95357,0.72,0.15,0.06,0.03,0.04,0.53,4.4
1653,94134,0.88,0.1,0.01,0.01,0.01,0.84,4.82
1654,94114,0.88,0.03,0.05,0.04,0.0,0.71,4.67
1661,95822,0.8,0.12,0.06,0.01,0.0,0.71,4.67
1662,95326,0.69,0.19,0.06,0.02,0.04,0.5,4.36
1663,94112,0.76,0.14,0.05,0.03,0.01,0.63,4.55
1667,95531,0.54,0.21,0.12,0.13,0.01,0.3,3.93
1671,"95307,95328",0.69,0.2,0.05,0.02,0.04,0.53,4.4
1672,95616,0.82,0.15,0.02,0.0,0.0,0.8,4.78
1673,94599,0.83,0.12,0.04,0.01,0.0,0.77,4.75
1675,94567,0.87,0.1,0.03,0.0,0.0,0.83,4.82
1678,93514,0.94,0.04,0.0,0.0,0.02,0.85,4.84
1679,95626,0.63,0.19,0.14,0.04,0.0,0.46,4.28
1680,95366,0.76,0.11,0.08,0.04,0.01,0.59,4.5
1682,95660,0.66,0.19,0.08,0.05,0.02,0.48,4.31
1683,95673,0.69,0.15,0.11,0.04,0.0,0.52,4.39
1684,95842,0.62,0.19,0.07,0.09,0.03,0.39,4.13
1693,95701,0.67,0.2,0.09,0.04,0.0,0.55,4.43
1694,95614,0.63,0.29,0.05,0.03,0.0,0.56,4.45
1695,95663,0.65,0.31,0.03,0.01,0.01,0.64,4.57
1696,95821,0.74,0.18,0.07,0.0,0.0,0.66,4.6
1697,95608,0.74,0.19,0.05,0.0,0.02,0.65,4.58
1699,96008,0.56,0.23,0.06,0.05,0.1,0.29,3.9
1700,95838,0.55,0.18,0.25,0.01,0.0,0.38,4.12
1702,95815,0.68,0.16,0.13,0.03,0.0,0.52,4.39
1703,95841,0.63,0.2,0.05,0.06,0.05,0.4,4.17
1706,95833,0.72,0.19,0.02,0.01,0.05,0.56,4.45
1707,95336,0.73,0.13,0.11,0.01,0.02,0.56,4.45
1720,93023,0.79,0.14,0.04,0.01,0.02,0.67,4.62
1728,94515,0.88,0.09,0.01,0.01,0.01,0.81,4.79
1729,"94574,94508",0.9,0.08,0.01,0.0,0.0,0.88,4.87
1730,94559,0.73,0.17,0.04,0.04,0.02,0.57,4.47
1731,95219,0.71,0.18,0.06,0.02,0.02,0.57,4.46
1736,94158,0.8,0.11,0.03,0.0,0.05,0.63,4.56
1739,93307,0.62,0.18,0.15,0.03,0.02,0.43,4.22
1741,94127,0.94,0.04,0.02,0.0,0.0,0.91,4.91
1745,94591,0.82,0.11,0.02,0.03,0.03,0.67,4.61
1748,95054,0.83,0.09,0.04,0.01,0.03,0.68,4.62
1749,95032,0.72,0.21,0.07,0.0,0.0,0.67,4.62
1750,95118,0.85,0.13,0.01,0.0,0.0,0.84,4.83
1751,94571,0.78,0.1,0.04,0.06,0.01,0.57,4.48
1752,95501,0.87,0.06,0.02,0.0,0.04,0.7,4.66
1753,95503,0.87,0.06,0.02,0.0,0.04,0.71,4.66
1754,95521,0.86,0.07,0.02,0.01,0.05,0.69,4.64
1755,93637,0.75,0.14,0.03,0.05,0.03,0.53,4.41
1756,95110,0.78,0.17,0.03,0.01,0.0,0.71,4.67
1757,95126,0.72,0.22,0.02,0.03,0.0,0.64,4.57
1758,95973,0.66,0.19,0.1,0.03,0.01,0.52,4.38
1759,95033,0.76,0.19,0.05,0.0,0.0,0.71,4.68
1760,95014,0.89,0.08,0.01,0.01,0.02,0.78,4.76
1761,95046,0.71,0.21,0.06,0.02,0.0,0.64,4.58
1762,95030,0.77,0.17,0.04,0.0,0.02,0.69,4.65
1763,95130,0.77,0.15,0.03,0.0,0.04,0.63,4.55
1764,95037,0.75,0.15,0.07,0.03,0.0,0.62,4.55
1765,95112,0.81,0.14,0.03,0.02,0.0,0.75,4.72
1768,95128,0.69,0.26,0.02,0.03,0.01,0.62,4.54
1769,95928,0.64,0.21,0.11,0.03,0.01,0.5,4.35
1771,95124,0.82,0.15,0.03,0.0,0.0,0.79,4.77
1772,96038,0.61,0.16,0.07,0.07,0.09,0.3,3.93
1773,96027,0.47,0.18,0.06,0.18,0.1,0.15,3.42
1774,96097,0.66,0.15,0.06,0.06,0.07,0.37,4.11
1775,96025,0.49,0.16,0.09,0.07,0.19,0.15,3.4
1776,96049,0.65,0.17,0.04,0.09,0.05,0.37,4.1
1777,96094,0.44,0.17,0.12,0.08,0.2,0.11,3.22
1778,96064,0.63,0.17,0.07,0.05,0.09,0.34,4.03
1779,95120,0.83,0.15,0.02,0.0,0.0,0.8,4.78
1780,95926,0.66,0.2,0.11,0.03,0.01,0.51,4.37
1781,"93643,93644",0.61,0.19,0.0,0.19,0.0,0.35,4.04
1782,93636,0.89,0.08,0.02,0.01,0.01,0.82,4.8
1783,93638,0.82,0.08,0.08,0.01,0.01,0.7,4.65
1784,94569,0.91,0.07,0.0,0.01,0.01,0.84,4.83
1785,93950,0.76,0.19,0.02,0.0,0.03,0.68,4.62
1786,94530,0.87,0.08,0.03,0.0,0.03,0.74,4.71
1787,94801,0.88,0.07,0.02,0.01,0.03,0.75,4.72
1795,95012,0.78,0.11,0.08,0.0,0.03,0.62,4.54
1796,93305,0.69,0.16,0.11,0.02,0.02,0.52,4.38
1797,93301,0.68,0.16,0.12,0.03,0.02,0.5,4.36
1798,"94556,94575",0.85,0.06,0.08,0.01,0.01,0.73,4.69
1800,"93311,93313",0.66,0.19,0.1,0.02,0.02,0.5,4.36
1802,95311,0.7,0.18,0.05,0.06,0.01,0.53,4.4
1803,96161,0.71,0.21,0.03,0.04,0.01,0.61,4.53
1805,94089,0.77,0.14,0.06,0.02,0.0,0.65,4.59
1806,95051,0.75,0.19,0.01,0.01,0.04,0.64,4.57
1807,95050,0.78,0.15,0.02,0.01,0.04,0.65,4.58
1808,93203,0.59,0.21,0.15,0.02,0.03,0.41,4.19
1809,"93240,93285",0.72,0.14,0.07,0.03,0.04,0.5,4.36
1810,93312,0.67,0.17,0.12,0.03,0.02,0.5,4.35
1811,93304,0.67,0.17,0.12,0.03,0.02,0.49,4.34
1814,93560,0.73,0.16,0.01,0.07,0.04,0.51,4.37
1815,"93308,93306",0.68,0.16,0.12,0.02,0.02,0.5,4.35
1817,93263,0.64,0.17,0.15,0.02,0.02,0.45,4.26
1818,93309,0.67,0.17,0.12,0.03,0.02,0.5,4.35
1821,94550,0.66,0.09,0.03,0.0,0.21,0.24,3.76
1822,94560,0.89,0.09,0.01,0.0,0.01,0.86,4.85
1823,94541,0.74,0.16,0.08,0.02,0.0,0.63,4.56
1824,94551,0.78,0.14,0.07,0.0,0.0,0.7,4.66
1825,93268,0.63,0.21,0.13,0.01,0.02,0.48,4.32
1826,93561,0.68,0.21,0.04,0.07,0.0,0.53,4.4
1827,95321,0.7,0.19,0.08,0.03,0.0,0.57,4.47
1828,95370,0.63,0.24,0.1,0.03,0.01,0.51,4.37
1829,95329,0.66,0.23,0.07,0.03,0.01,0.53,4.4
1831,95129,0.75,0.1,0.03,0.0,0.12,0.43,4.22
1832,93314,0.66,0.17,0.12,0.03,0.02,0.49,4.33
1833,93546,0.89,0.08,0.0,0.03,0.0,0.8,4.78
1835,94612,0.81,0.15,0.02,0.01,0.0,0.76,4.74
1839,94610,0.69,0.25,0.05,0.0,0.01,0.64,4.57
1843,"95383,95372",0.64,0.23,0.1,0.03,0.01,0.52,4.38
1844,"95247,95310",0.62,0.24,0.11,0.02,0.02,0.49,4.34
1845,95223,0.65,0.14,0.07,0.09,0.04,0.37,4.09
1846,95222,0.58,0.28,0.1,0.02,0.01,0.48,4.32
1851,93626,0.83,0.14,0.01,0.01,0.02,0.75,4.72
1852,93422,0.74,0.16,0.04,0.03,0.02,0.59,4.51
